year,Instance,Peak Position,Previous Week Position,Week Position,Weeks on Chart,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,spotify_track_duration_ms,spotify_track_explicit,tempo,time_signature,valence
1958,1.0386188096319855,40.457973648341664,45.2583837273227,50.46978646069968,5.512039981826443,0.6711146568986568,0.5450891330891341,0.47124810744810686,0.06704415992063506,5.26007326007326,0.1959031135531137,-10.812192307692298,0.8821733821733821,0.05131874236874231,149692.1424148607,0.0,114.34567826617744,3.713064713064713,0.6760360195360159
1959,1.0450259765249181,41.308062343659806,46.204411443546626,50.48778141235328,6.74023475081778,0.6740839794927143,0.5281111710739314,0.4828436319481879,0.07060809645979536,4.956556934700486,0.19283989476524546,-10.93905261737718,0.8424177010253643,0.05769120345385825,148836.7972499326,0.0,117.7171144090664,3.771721532649757,0.6610935240151073
1960,1.0406856281785648,42.35581088717272,46.577567683712935,50.49915238274628,6.582972311169712,0.6667998287878812,0.5168520202020169,0.45682080934343244,0.07047990416161591,5.288131313131313,0.20526707070707018,-10.801362121212119,0.8595959595959596,0.04552790404040399,153149.23922359466,0.0,117.35841186868679,3.778030303030303,0.6531425252525254
1961,1.059715821812596,45.085253456221196,46.94624860022397,50.51670506912443,5.78110599078341,0.6534788147239254,0.5311231901840501,0.4787181104294466,0.0878075731509208,4.839018404907976,0.2183870429447853,-10.425022331288348,0.8719018404907976,0.052219435582822125,154528.1163591636,0.0,118.8618561963192,3.779631901840491,0.6667747730061425
1962,1.0882917466410749,46.0084452975048,47.1652466367713,50.527063339731285,6.1032629558541265,0.6386692186805062,0.5427655053125727,0.47744655300222083,0.07189298917222621,5.2772424017790955,0.21359065974796212,-10.8488472942921,0.8643439584877687,0.057662070669631874,159201.39362490733,0.0,119.2621769211764,3.8144304423029403,0.6707191994069659
1963,1.0348076923076923,46.57346153846154,47.74798927613941,50.5,5.536346153846154,0.5949903264613169,0.5394972107688555,0.5095766917293222,0.06494672386369134,5.00509337860781,0.23604382731021004,-10.399627455736105,0.8632064031045356,0.052373684210526246,155267.9135502671,0.0,119.04423332524853,3.8256124181421294,0.6849330099442159
1964,1.029423076923077,47.92038461538461,48.51573741007194,50.5,5.194230769230769,0.541244070958303,0.5339097781029052,0.5499028529626958,0.043150288141916515,5.026578883199219,0.22298653986832384,-9.927772250670555,0.8512557912704218,0.04872077542062923,157190.72696162306,0.0,119.82430748597862,3.8490612045842476,0.6878644233113889
1965,1.0115384615384615,47.80692307692308,48.69995531724754,50.5,5.087692307692308,0.49890004938384125,0.5271387494294852,0.5469942492012818,0.04568935459151064,5.226608854404382,0.22368619351894145,-9.930333865814742,0.8477863989046097,0.04830892286627126,161700.4550433592,0.0,120.31423482428103,3.8788224554997717,0.6617980830670895
1966,1.0126415094339623,47.61566037735849,48.605500550055005,50.499811320754716,5.096792452830189,0.4483601740311827,0.5472817371937607,0.5445293763919808,0.04292590365478842,5.0670378619153675,0.20984089086859986,-10.006658351893078,0.7917594654788419,0.04490091314031175,164990.73969244485,0.00022286605749944285,121.90260801781741,3.901781737193764,0.6796672605790612
1967,1.0238461538461539,47.995961538461536,48.52565256525653,50.5,5.048269230769231,0.43102866249886096,0.5318726693951792,0.534498044565712,0.03449682811732588,5.42587539790814,0.20735682128240268,-10.027047976352744,0.8196907685311505,0.045487539790813644,171657.14866407856,0.0,120.96388631196004,3.8860845839017735,0.658632105502502
1968,1.0121153846153845,48.18673076923077,48.85717453980927,50.5,5.4425,0.4108476762707897,0.5450822206605769,0.5215388849847725,0.06458016694776285,5.02037947997189,0.215015202623565,-10.714893886155958,0.7997189037245257,0.04877460763644892,181708.87747957994,0.0,118.8824684937924,3.8992738346216913,0.6546391426563614
1969,1.0251923076923077,48.30557692307692,48.908002660164044,50.5,5.559807692307692,0.3924278186648224,0.5289367059367095,0.530003696003698,0.04282414456456466,5.1679371679371675,0.2044453222453233,-10.800497574497628,0.799029799029799,0.048778701778701854,194134.47318539067,0.003236245954692557,120.04262462462412,3.8923538923538925,0.659734442134437
1970,1.0321153846153845,48.229615384615386,48.727913637365056,50.5,5.934807692307692,0.3707471501506031,0.5404718875501988,0.5615669678714835,0.03437932405120455,5.069026104417671,0.21332196285140484,-10.496384789156641,0.8551706827309237,0.0512473895582329,205451.99547965845,0.0017579105976896032,116.4983627008025,3.933483935742972,0.6573475652610407
